remote_path,script_class,script_path,line,methods,confidence
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1385,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1582,"FireServer,InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1586,"FireServer,InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1595,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1728,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1732,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1741,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,2270,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,2274,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,2283,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.Quick Actions.Script,161,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.Quick Actions.Script,507,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.SearchUser.Script_Handler,48,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.SearchUser.Script_Handler,50,"InvokeServer,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.CustomCommands,8,OnServerEvent,medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,601,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,631,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,957,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,960,"InvokeServer,Fire,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1019,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1031,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1113,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1125,"InvokeServer,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1138,"InvokeServer,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1148,"InvokeServer,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1522,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1836,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2112,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2115,"InvokeServer,Fire,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2171,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2258,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2261,"InvokeServer,Fire,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,3204,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,3312,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,36,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,40,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,46,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,52,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,58,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,70,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,119,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,125,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.Auth,Script,ServerScriptService.EXE6_SERVER.Server,261,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,216,"InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,683,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,822,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1078,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1114,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1372,"FireServer,InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1582,"FireServer,InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1728,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,2270,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchPins,Script,ServerScriptService.EXE6_SERVER.Server,46,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRecordedIds,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,1016,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRecordedIds,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,1554,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRecordedIds,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1031,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRecordedIds,Script,ServerScriptService.EXE6_SERVER.Server,58,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRoles,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,1507,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRoles,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,462,"FireServer,InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRoles,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.Quick Actions.Script,507,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRoles,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1522,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchRoles,Script,ServerScriptService.EXE6_SERVER.Server,125,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchServerBans,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,2086,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchServerBans,Script,ServerScriptService.EXE6_SERVER.Server,119,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchUnsavedChats,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,2156,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchUnsavedChats,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2171,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.FetchUnsavedChats,Script,ServerScriptService.EXE6_SERVER.Server,261,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.IdSaving,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,1004,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.IdSaving,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1019,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.IdSaving,Script,ServerScriptService.EXE6_SERVER.Server,19,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.auth.IdSaving,Script,ServerScriptService.EXE6_SERVER.Server,52,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.VariableEncode,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,1557,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.auth.VariableEncode,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,1558,"InvokeServer,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.auth.VariableEncode,Script,ServerScriptService.EXE6_SERVER.Server,70,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetAuditActivities,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,2417,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetAuditActivities,Script,ServerScriptService.EXE6_SERVER.Server,109,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetBanHistory,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,1015,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetBanHistory,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1030,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetBanHistory,Script,ServerScriptService.EXE6_SERVER.Server,76,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetBanHistory,Script,ServerScriptService.EXE6_SERVER.Server,132,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetChatHistory,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,2155,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetChatHistory,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2170,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetChatHistory,Script,ServerScriptService.EXE6_SERVER.Server,165,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetWarningHistory,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,2300,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetWarningHistory,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,2315,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.components.GetWarningHistory,Script,ServerScriptService.EXE6_SERVER.Server,171,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.GetAI,Script,ServerScriptService.EXE6_SERVER.Script,4,"OnServerInvoke,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.GetDeletedThemes,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.customization.scroll.display.scroll.LocalScript,306,"InvokeServer,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.GetDeletedThemes,Script,ServerScriptService.EXE6_SERVER.Script,64,"OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.Line.ChangeName,Script,ServerScriptService.Chat/Commands.LineServer,52,OnServerEvent,low
ReplicatedStorage.EXE6_STORAGE.events.Line.ChangeName,ModuleScript,ServerScriptService.EXE6_SERVER.Components.EXE6.CommandLine.CommandLineManager.DefaultCommandMap,814,"FireServer,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.Line.Explode,Script,ServerScriptService.Chat/Commands.LineServer,55,OnServerEvent,medium
ReplicatedStorage.EXE6_STORAGE.events.Line.Explode,ModuleScript,ServerScriptService.EXE6_SERVER.Components.EXE6.CommandLine.CommandLineManager.DefaultCommandMap,742,"FireServer,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.Line.Fling,Script,ServerScriptService.Chat/Commands.LineServer,66,OnServerEvent,medium
ReplicatedStorage.EXE6_STORAGE.events.Line.Fling,ModuleScript,ServerScriptService.EXE6_SERVER.Components.EXE6.CommandLine.CommandLineManager.DefaultCommandMap,775,"FireServer,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.Line.Morph,Script,ServerScriptService.Chat/Commands.LineServer,5,OnServerEvent,medium
ReplicatedStorage.EXE6_STORAGE.events.Line.Morph,ModuleScript,ServerScriptService.EXE6_SERVER.Components.EXE6.CommandLine.CommandLineManager.DefaultCommandMap,389,"FireServer,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.Line.Spin,Script,ServerScriptService.Chat/Commands.LineServer,86,OnServerEvent,medium
ReplicatedStorage.EXE6_STORAGE.events.Line.Spin,ModuleScript,ServerScriptService.EXE6_SERVER.Components.EXE6.CommandLine.CommandLineManager.DefaultCommandMap,854,"FireServer,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.misc.GetBanHistory,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,1015,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.misc.GetBanHistory,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,1030,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.misc.GetBanHistory,Script,ServerScriptService.EXE6_SERVER.Server,76,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.misc.GetBanHistory,Script,ServerScriptService.EXE6_SERVER.Server,132,"OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.misc.GetPlaytime,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.MainModule,589,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.misc.GetPlaytime,ModuleScript,ServerScriptService.EXE6_SERVER.FastLoadServer.MainModule,604,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.misc.GetPlaytime,Script,ServerScriptService.EXE6_SERVER.Server,1197,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.quick_actions.GetActions,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.Quick Actions.Script,659,"FireServer,InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.quick_actions.GetActions,Script,ServerScriptService.EXE6_SERVER.Quick Actions,10,"OnServerEvent,OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.quick_actions.SaveActions,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.Quick Actions.Script,674,"FireServer,InvokeServer,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.quick_actions.SaveActions,Script,ServerScriptService.EXE6_SERVER.Quick Actions,7,"OnServerEvent,OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.SearchProfile.Request,Script,ServerScriptService.Configs.SettingsDatastore,191,OnServerEvent,low
ReplicatedStorage.EXE6_STORAGE.events.SearchProfile.Request,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.SearchUser.Script_Handler,30,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.SearchProfile.Request,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.SearchUser.Script_Handler,33,"InvokeServer,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.SearchProfile.Request,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.SearchUser.Script_Handler,181,OnClientEvent,low
ReplicatedStorage.EXE6_STORAGE.events.team_connect.SendMessage,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,2669,"FireServer,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.team_connect.SendMessage,Script,ServerScriptService.EXE6_SERVER.Server,1212,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.team_connect.UpdateThread,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,2807,OnClientEvent,low
ReplicatedStorage.EXE6_STORAGE.events.team_connect.UpdateThread,Script,ServerScriptService.EXE6_SERVER.Server,1283,"FireAllClients,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.team_connect.UpdateThread,Script,ServerScriptService.EXE6_SERVER.Server,1329,"FireClient,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.ui.AlertsModuleEvent,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.Alerts,205,"InvokeServer,FireClient,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.AlertsModuleEvent,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.interface_handler,260,OnClientEvent,low
ReplicatedStorage.EXE6_STORAGE.events.ui.AlertsModuleEvent,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6Nonmember.interface_handler,65,OnClientEvent,low
ReplicatedStorage.EXE6_STORAGE.events.ui.ChangePrivacy,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1836,"InvokeServer,OnClientEvent,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.ExeInterfaceLoaded,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.interface_handler,249,OnClientEvent,low
ReplicatedStorage.EXE6_STORAGE.events.ui.ExeInterfaceLoaded,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.modal_frame.modal_handler,1840,"InvokeServer,OnClientEvent,Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.FilterString,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.Utilities,480,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.FilterString,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.Utilities,503,"InvokeServer,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.ui.FilterString,ModuleScript,ReplicatedStorage.EXE6_STORAGE.modules.Utilities,510,"InvokeServer,Invoke",high
ReplicatedStorage.EXE6_STORAGE.events.ui.FilterString,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.ai_chat.LocalScript,879,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.FilterString,Script,ServerScriptService.EXE6_SERVER.Server,191,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.FilterString,Script,ServerScriptService.EXE6_SERVER.Server,192,"OnServerEvent,OnServerInvoke,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.events.ui.GetAppIds,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,3258,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.GetGameDesignTable,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,553,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.GetGameDesignTable,Script,ServerScriptService.EXE6_SERVER.Server,177,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.GetValue,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,3257,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.NotifyEveryone,Script,ServerScriptService.EXE6_SERVER.Server,197,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.EXE6_STORAGE.events.ui.WarningPrompt,LocalScript,ServerScriptService.EXE6_SERVER.Components.Exe6WarnSystem.interface_handler,16,OnClientEvent,medium
ReplicatedStorage.EXE6_STORAGE.events.ui.WarningPrompt,ModuleScript,ServerScriptService.EXE6_SERVER.Systems.Warning,146,"FireClient,Fire",low
ReplicatedStorage.EXE6_STORAGE.events.ui.WarningPrompt,ModuleScript,ServerScriptService.EXE6_SERVER.Systems.Warning,161,"FireClient,Fire",high
ReplicatedStorage.EXE6_STORAGE.utilities.custom_commands.ChangeTime,Script,ServerScriptService.EXE6_SERVER.CustomCommands,61,OnServerEvent,low
ReplicatedStorage.EXE6_STORAGE.utilities.custom_commands.ClearAccessories,Script,ServerScriptService.EXE6_SERVER.CustomCommands,73,OnServerEvent,low
ReplicatedStorage.EXE6_STORAGE.utilities.custom_commands.ClearTools,Script,ServerScriptService.EXE6_SERVER.CustomCommands,39,OnServerEvent,low
ReplicatedStorage.EXE6_STORAGE.utilities.custom_commands.Tools,ModuleScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.Core,229,"Fire,Invoke",low
ReplicatedStorage.EXE6_STORAGE.utilities.custom_commands.Tools,ModuleScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.Tools.NewPart,218,Invoke,low
ReplicatedStorage.EXE6_STORAGE.utilities.custom_commands.Tools,Script,ServerScriptService.EXE6_SERVER.CustomCommands,15,OnServerEvent,medium
ReplicatedStorage.EXE6_STORAGE.utilities.custom_commands.Tools,Script,ServerScriptService.EXE6_SERVER.CustomCommands,21,OnServerEvent,medium
ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.ServerEndpoint,LocalScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.LocalEndpoint,3,"InvokeServer,Invoke",medium
ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.ServerEndpoint,ModuleScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.SyncModule,1605,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.ServerEndpoint,ModuleScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.SyncModule,1662,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.ServerEndpoint,ModuleScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.SyncModule,1690,"InvokeServer,Invoke",low
ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.ServerEndpoint,ModuleScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.SyncModule,1708,"InvokeServer,Invoke",high
ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.ServerEndpoint,ModuleScript,ReplicatedStorage.EXE6_STORAGE.utilities.tools.Building Tools.SyncAPI.SyncModule,1721,"InvokeServer,Invoke",high
ReplicatedStorage.RemoteEvents.AFKUpdate,LocalScript,StarterPlayer.StarterPlayerScripts.AFKScript,4,"FireServer,Fire",high
ReplicatedStorage.RemoteEvents.BecomeControlled,LocalScript,StarterPlayer.StarterPlayerScripts.Control,1,OnClientEvent,high
ReplicatedStorage.RemoteEvents.Blur,ModuleScript,ServerScriptService.Chat/Commands.Commands.Blur,3,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.Blur,ModuleScript,ServerScriptService.Chat/Commands.Commands.Blur,8,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.Blur,ModuleScript,ServerScriptService.Chat/Commands.Commands.Blur,13,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.Blur,ModuleScript,ServerScriptService.Chat/Commands.Commands.Unblur,3,"FireClient,Fire",medium
